station_id,station,district,basin,river,updated,level,normal,alert,warning,danger,is_reservoir,stress,suspect,state,scraped_at
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-16 16:30:00+08:00,18.66,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-16 06:15:00+08:00,9.52,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 16:30:00+08:00,1.88,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 16:30:00+08:00,10.36,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 16:30:00+08:00,5.48,5.0,7.0,8.0,9.0,False,0.1200000000000001,False,KEL,2026-08-16T09:16:29.770700+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 16:30:00+08:00,1.27,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-16 16:30:00+08:00,5.72,1.0,9.0,9.8,10.6,False,0.49166666666666664,False,KEL,2026-08-16T09:16:29.770700+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 16:30:00+08:00,0.22,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 16:30:00+08:00,0.8,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-16 16:30:00+08:00,1.1,0.7,2.0,2.5,3.0,False,0.17391304347826095,False,KEL,2026-08-16T09:16:29.770700+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-16 16:30:00+08:00,5.51,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-16 16:30:00+08:00,0.5,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-16T09:16:29.770700+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-16 16:30:00+08:00,1.55,0.0,2.5,3.0,4.0,False,0.3875,False,KEL,2026-08-16T09:16:29.770700+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 12:30:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 18:00:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 15:00:00+08:00,82.67,82.4,83.7,85.6,87.9,False,0.049090909090908366,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-16 08:00:00+08:00,0.0,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-15 23:30:00+08:00,62.92,62.0,67.0,71.0,75.0,False,0.0707692307692309,False,KEL,2026-08-16T10:12:03.610373+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 18:00:00+08:00,54.21,53.0,56.0,60.0,61.0,False,0.1512500000000001,False,KEL,2026-08-16T10:12:03.610373+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 18:00:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-16 17:45:00+08:00,27.27,28.0,35.0,37.0,38.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-15 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-16T10:12:03.610373+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 18:00:00+08:00,21.58,19.0,27.0,33.0,34.0,False,0.17199999999999988,False,KEL,2026-08-16T10:12:03.610373+00:00
0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 18:00:00+08:00,19.97,19.1,30.0,32.0,33.0,False,0.06258992805755378,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Pahi di Kg. Pahi (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 17:30:00+08:00,19.53,17.8,28.0,30.0,32.0,False,0.12183098591549299,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,2026-08-15 23:30:00+08:00,16.72,17.0,20.0,22.5,25.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Nal,2026-08-16 18:00:00+08:00,18.3,21.0,23.5,24.0,25.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0731031WL,"Sg. Pergau di Jambatan Jerimbong, Kuala Balah (F1)",Jeli,Sungai Kelantan,Sg. Pergau,2026-08-16 18:00:00+08:00,43.2,48.2,50.8,53.6,55.7,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Pergau di Kg. Lawar (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-16 18:00:00+08:00,99.53,95.0,101.0,102.0,103.0,False,0.5662500000000001,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,2026-08-16 18:00:00+08:00,25.17,27.0,28.5,29.0,29.5,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Kelantan di Kusial Baru (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-16 18:00:00+08:00,7.38,7.0,12.0,14.0,16.0,False,0.04222222222222221,False,KEL,2026-08-16T10:12:03.610373+00:00
0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-15 23:30:00+08:00,7.66,7.0,12.0,14.0,16.0,False,0.07333333333333335,False,KEL,2026-08-16T10:12:03.610373+00:00
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-16 18:00:00+08:00,18.63,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-16 06:15:00+08:00,9.52,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 18:00:00+08:00,1.6,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 18:00:00+08:00,10.36,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 18:00:00+08:00,5.45,5.0,7.0,8.0,9.0,False,0.11250000000000004,False,KEL,2026-08-16T10:12:03.610373+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 18:00:00+08:00,1.14,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-16 18:00:00+08:00,5.71,1.0,9.0,9.8,10.6,False,0.49062500000000003,False,KEL,2026-08-16T10:12:03.610373+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 18:00:00+08:00,0.14,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 18:00:00+08:00,0.8,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-16 18:00:00+08:00,1.11,0.7,2.0,2.5,3.0,False,0.17826086956521747,False,KEL,2026-08-16T10:12:03.610373+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-16 18:00:00+08:00,5.51,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-16 18:00:00+08:00,0.51,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-16T10:12:03.610373+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-16 18:00:00+08:00,1.36,0.0,2.5,3.0,4.0,False,0.34,False,KEL,2026-08-16T10:12:03.610373+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 12:30:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 19:00:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 15:00:00+08:00,82.67,82.4,83.7,85.6,87.9,False,0.049090909090908366,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-16 08:00:00+08:00,0.0,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-15 23:30:00+08:00,62.92,62.0,67.0,71.0,75.0,False,0.0707692307692309,False,KEL,2026-08-16T11:10:12.976426+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 19:00:00+08:00,54.23,53.0,56.0,60.0,61.0,False,0.1537499999999996,False,KEL,2026-08-16T11:10:12.976426+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 19:00:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-16 19:00:00+08:00,27.26,28.0,35.0,37.0,38.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-15 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-16T11:10:12.976426+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 18:45:00+08:00,21.57,19.0,27.0,33.0,34.0,False,0.17133333333333337,False,KEL,2026-08-16T11:10:12.976426+00:00
0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 19:00:00+08:00,19.97,19.1,30.0,32.0,33.0,False,0.06258992805755378,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Pahi di Kg. Pahi (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 18:30:00+08:00,19.52,17.8,28.0,30.0,32.0,False,0.1211267605633802,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,2026-08-15 23:30:00+08:00,16.72,17.0,20.0,22.5,25.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Nal,2026-08-16 19:00:00+08:00,18.3,21.0,23.5,24.0,25.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0731031WL,"Sg. Pergau di Jambatan Jerimbong, Kuala Balah (F1)",Jeli,Sungai Kelantan,Sg. Pergau,2026-08-16 19:00:00+08:00,43.18,48.2,50.8,53.6,55.7,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Pergau di Kg. Lawar (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-16 19:00:00+08:00,99.52,95.0,101.0,102.0,103.0,False,0.5649999999999995,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,2026-08-16 19:00:00+08:00,25.16,27.0,28.5,29.0,29.5,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Kelantan di Kusial Baru (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-16 19:00:00+08:00,7.38,7.0,12.0,14.0,16.0,False,0.04222222222222221,False,KEL,2026-08-16T11:10:12.976426+00:00
0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-15 23:30:00+08:00,7.66,7.0,12.0,14.0,16.0,False,0.07333333333333335,False,KEL,2026-08-16T11:10:12.976426+00:00
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-16 19:00:00+08:00,18.63,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-16 06:15:00+08:00,9.52,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 19:00:00+08:00,1.51,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 19:00:00+08:00,10.36,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 19:00:00+08:00,5.43,5.0,7.0,8.0,9.0,False,0.10749999999999993,False,KEL,2026-08-16T11:10:12.976426+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 19:00:00+08:00,1.14,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-16 19:00:00+08:00,5.7,1.0,9.0,9.8,10.6,False,0.48958333333333337,False,KEL,2026-08-16T11:10:12.976426+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 19:00:00+08:00,0.04,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 19:00:00+08:00,0.8,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-16 19:00:00+08:00,1.1,0.7,2.0,2.5,3.0,False,0.17391304347826095,False,KEL,2026-08-16T11:10:12.976426+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-16 19:00:00+08:00,5.49,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-16 19:00:00+08:00,0.52,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-16T11:10:12.976426+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-16 19:00:00+08:00,1.36,0.0,2.5,3.0,4.0,False,0.34,False,KEL,2026-08-16T11:10:12.976426+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 12:30:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 20:00:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 15:00:00+08:00,82.67,82.4,83.7,85.6,87.9,False,0.049090909090908366,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-16 07:00:00+08:00,0.0,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-16 19:45:00+08:00,62.86,62.0,67.0,71.0,75.0,False,0.0661538461538461,False,KEL,2026-08-16T12:15:46.264220+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 20:00:00+08:00,54.22,53.0,56.0,60.0,61.0,False,0.15249999999999986,False,KEL,2026-08-16T12:15:46.264220+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 20:00:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-16 20:00:00+08:00,27.24,28.0,35.0,37.0,38.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-15 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-16T12:15:46.264220+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 20:00:00+08:00,21.56,19.0,27.0,33.0,34.0,False,0.17066666666666658,False,KEL,2026-08-16T12:15:46.264220+00:00
0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 20:00:00+08:00,19.97,19.1,30.0,32.0,33.0,False,0.06258992805755378,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Pahi di Kg. Pahi (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-16 19:30:00+08:00,19.53,17.8,28.0,30.0,32.0,False,0.12183098591549299,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,2026-08-15 23:30:00+08:00,16.72,17.0,20.0,22.5,25.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Nal,2026-08-16 20:00:00+08:00,18.3,21.0,23.5,24.0,25.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0731031WL,"Sg. Pergau di Jambatan Jerimbong, Kuala Balah (F1)",Jeli,Sungai Kelantan,Sg. Pergau,2026-08-16 20:00:00+08:00,43.17,48.2,50.8,53.6,55.7,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Pergau di Kg. Lawar (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-16 20:00:00+08:00,99.49,95.0,101.0,102.0,103.0,False,0.5612499999999994,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,2026-08-16 20:00:00+08:00,25.16,27.0,28.5,29.0,29.5,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Kelantan di Kusial Baru (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-16 20:00:00+08:00,7.37,7.0,12.0,14.0,16.0,False,0.041111111111111126,False,KEL,2026-08-16T12:15:46.264220+00:00
0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-15 23:30:00+08:00,7.66,7.0,12.0,14.0,16.0,False,0.07333333333333335,False,KEL,2026-08-16T12:15:46.264220+00:00
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-16 20:00:00+08:00,18.64,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-16 06:15:00+08:00,9.52,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 20:00:00+08:00,1.39,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 20:00:00+08:00,10.35,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-16 20:00:00+08:00,5.41,5.0,7.0,8.0,9.0,False,0.10250000000000004,False,KEL,2026-08-16T12:15:46.264220+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-16 20:00:00+08:00,1.1,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-16 20:00:00+08:00,5.7,1.0,9.0,9.8,10.6,False,0.48958333333333337,False,KEL,2026-08-16T12:15:46.264220+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 20:00:00+08:00,0.09,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-16 20:00:00+08:00,0.78,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-16 20:00:00+08:00,1.11,0.7,2.0,2.5,3.0,False,0.17826086956521747,False,KEL,2026-08-16T12:15:46.264220+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-16 20:00:00+08:00,5.48,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-16 20:00:00+08:00,0.53,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-16T12:15:46.264220+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-16 20:00:00+08:00,1.36,0.0,2.5,3.0,4.0,False,0.34,False,KEL,2026-08-16T12:15:46.264220+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-16 12:30:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-16T13:23:18.608555+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 21:15:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-16T13:23:18.608555+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-16 15:00:00+08:00,82.67,82.4,83.7,85.6,87.9,False,0.049090909090908366,False,KEL,2026-08-16T13:23:18.608555+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-16 21:15:00+08:00,61.49,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-16T13:23:18.608555+00:00
